,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
234,002502,骅威文化,影视音像,广东,29.31,5.06,8.6,361176.81,137315.19,9180.16,163636.38,1.9,0.352,3.67,2.82,20101117,61319.86,0.71,37.54,151.78,54.19,37.3,32114
551,002495,佳隆股份,食品,广东,146.67,6.66,9.36,117396.3,26715.4,55642.07,5495.26,0.06,0.034,1.19,4.25,20101102,8132.88,0.09,-10.69,-18.39,39.47,10.82,85424
3118,002492,恒基达鑫,仓储物流,广东,70.1,2.35,2.7,153738.52,44167.2,79934.43,55484.13,2.05,0.164,4.28,2.69,20101102,29219.96,1.08,36.75,36.37,45.68,21.21,13854
1807,002465,海格通信,通信设备,广东,46.51,18.43,21.46,1091014.25,659687.63,128229.32,259331.67,1.21,0.247,3.11,3.69,20100831,165636.63,0.77,8.2,-8.53,40.29,12.87,135531
2637,002461,珠江啤酒,啤酒,广东,124.66,6.8,11.07,661486.56,208692.56,355120.22,165550.72,1.5,0.17,5.19,2.47,20100818,102822.34,0.93,0.74,36.96,40.29,3.21,24675
1886,300098,高新兴,通信设备,广东,38.64,5.46,10.75,483021.91,256841.02,7939.41,205578.81,1.91,0.294,3.49,3.25,20100728,59555.94,0.55,21.01,125.46,44.95,24.16,45938
1169,002449,国星光电,半导体,广东,35.0,3.32,4.76,567602.75,344051.34,179549.72,162906.84,3.42,0.404,6.08,2.33,20100716,66082.68,1.39,31.54,20.02,21.56,7.95,35880
1437,002446,盛路通信,通信设备,广东,38.94,1.85,4.48,310730.72,157807.91,17413.92,155578.75,3.47,0.403,5.5,3.8,20100713,42871.05,0.96,38.11,96.85,37.17,20.91,34518
810,300093,金刚玻璃,玻璃,广东,5918.82,2.15,2.16,127743.32,71900.43,46292.26,38683.3,1.79,0.002,4.04,4.78,20100708,22002.77,1.02,-8.0,-93.83,35.96,0.22,12464
1720,300094,国联水产,渔业,广东,73.19,7.46,7.84,283870.09,224551.22,30585.48,57415.32,0.73,0.08,2.29,3.43,20100708,36037.96,0.46,30.48,1989.32,12.3,3.39,28243
974,002441,众业达,批发业,广东,45.8,3.92,5.41,459231.16,373266.09,30235.5,185156.63,3.43,0.265,6.33,1.92,20100706,91546.06,1.69,1.47,-20.95,10.48,2.11,35277
1378,300089,文化长城,陶瓷,广东,47.52,2.63,4.35,245485.55,97276.18,18628.6,102657.43,2.36,0.35,4.04,3.7,20100625,26620.74,0.61,1.68,1004.09,36.06,30.24,9000
2081,002433,太安堂,中成药,广东,32.61,6.75,7.71,687918.56,404112.31,168433.38,294696.34,3.82,0.316,6.02,1.71,20100618,88424.75,1.15,29.68,27.98,27.0,7.91,54607
3125,002431,棕榈股份,建筑施工,广东,0.0,9.03,13.77,1322858.75,989336.88,65835.17,145947.52,1.06,-0.039,3.06,3.62,20100610,118689.22,0.86,24.04,31.34,9.89,-10.17,101384
744,002425,凯撒文化,服饰,广东,69.61,2.05,5.09,414248.75,92972.71,2181.4,245328.66,4.82,0.19,6.61,2.45,20100608,35487.8,0.7,-27.27,173.81,68.12,26.12,13451
281,002420,毅昌股份,塑料,广东,0.0,3.89,4.01,411852.22,281730.31,87693.42,80793.75,2.01,-0.117,3.98,2.0,20100601,35526.01,0.89,54.9,-348.55,7.73,-1.23,24186
355,300083,劲胜精密,元器件,广东,100.89,11.28,14.32,964276.19,565742.56,168717.59,361874.03,2.53,0.092,3.6,2.57,20100520,842.19,0.01,44.01,127.94,23.22,2.56,40096
1441,002400,省广股份,广告包装,广东,30.25,10.97,13.41,1046292.13,710354.06,2868.9,181933.16,1.36,0.5,3.87,3.56,20100506,188925.59,1.41,13.36,11.61,18.12,5.6,40227
1908,002387,黑牛食品,软饮料,广东,299.76,2.48,4.69,135677.06,27063.85,12853.96,54483.86,1.16,0.056,1.6,10.42,20100413,-27789.52,-0.59,-63.03,104.08,24.6,16.45,43601
2195,300063,天龙集团,染料涂料,广东,36.56,1.38,2.91,388038.72,184823.55,33381.67,162224.81,5.58,0.424,7.54,2.74,20100326,26082.15,0.9,410.58,760.0,11.18,3.24,18318
1383,300057,万顺股份,广告包装,广东,86.02,2.68,4.4,457247.69,196617.05,164331.0,123146.82,2.8,0.172,5.29,2.8,20100226,59813.8,1.36,1.93,17.18,16.26,3.39,15054
1995,300053,欧比特,半导体,广东,159.71,4.54,6.23,154210.56,83265.43,13412.1,45503.71,0.73,0.058,2.21,5.63,20100211,21962.26,0.35,25.24,0.41,35.47,12.68,36802
1864,002348,高乐股份,文教休闲,广东,160.74,7.39,9.47,131863.27,51473.94,57815.73,990.65,0.01,0.045,1.31,5.52,20100203,21829.15,0.23,-2.64,-23.83,28.66,10.54,29848
2056,002345,潮宏基,服饰,广东,35.49,8.33,8.45,466311.19,304966.88,24154.95,90478.38,1.07,0.23,3.13,3.48,20100128,81358.71,0.96,0.78,0.47,39.21,9.41,38625
1387,300043,星辉娱乐,文教休闲,广东,23.42,7.88,12.44,512169.19,120348.25,99691.88,6929.97,0.06,0.368,1.89,4.55,20100120,100705.28,0.81,43.08,30.15,33.67,19.14,66203
506,300050,世纪鼎利,软件服务,广东,43.26,3.31,4.99,247978.84,134454.48,7879.85,116163.26,2.33,0.24,4.3,2.42,20100120,42922.51,0.86,5.7,4.81,45.53,16.3,23759
1576,300030,阳普医疗,医疗保健,广东,121.99,2.53,3.09,146987.84,59605.48,31076.02,39441.05,1.28,0.099,3.06,3.94,20091225,20678.85,0.67,-5.18,-23.49,46.54,5.89,27000
1644,002317,众生药业,中成药,广东,25.24,4.92,8.15,417766.31,215640.59,49096.9,142222.34,1.75,0.41,4.03,3.11,20091211,95722.35,1.17,8.38,37.78,69.94,24.52,33559
822,002319,乐通股份,染料涂料,广东,3890.65,2.0,2.0,112567.8,34661.87,48378.21,10375.15,0.52,0.004,2.4,7.14,20091211,12608.26,0.63,17.77,-65.9,30.53,0.17,30544
636,002311,海大集团,饲料,广东,22.41,15.29,15.82,998934.81,520618.34,285007.63,148033.52,0.94,0.556,3.65,4.55,20091127,245351.45,1.55,13.49,20.47,11.1,4.41,16288
1949,002308,威创股份,电脑设备,广东,63.98,8.32,8.47,312242.84,122480.97,44002.76,66334.15,0.78,0.215,2.77,4.97,20091127,76112.71,0.9,12.11,52.53,55.59,17.35,34917
1839,300014,亿纬锂能,元器件,广东,57.75,4.1,4.29,438761.59,211420.47,101286.82,66863.75,1.56,0.587,4.55,7.45,20091030,75444.96,1.76,73.45,66.43,29.2,10.76,42274
13,300004,南风股份,电气设备,广东,244.01,3.83,5.09,358980.41,124131.27,93716.25,214456.84,4.21,0.043,5.96,2.34,20091030,34940.87,0.69,-17.78,-64.74,34.08,4.49,22654
206,002295,精艺股份,铜,广东,381.06,1.84,2.52,153922.94,121580.86,17833.61,61848.13,2.46,0.037,4.26,3.27,20090929,18374.0,0.73,26.31,44.27,3.24,0.24,15804
2437,002292,奥飞娱乐,影视音像,广东,47.15,7.53,13.08,836621.38,319226.0,33169.76,146445.91,1.12,0.39,3.67,4.9,20090910,179717.98,1.37,29.8,1.92,49.42,14.83,103868
1089,002288,超华科技,元器件,广东,1058.95,6.6,9.32,249573.05,137250.27,57768.48,54885.13,0.59,0.005,1.87,3.62,20090903,24242.35,0.26,-5.83,-84.67,10.24,0.67,77293
204,002291,星期六,服饰,广东,307.02,3.63,3.99,301134.53,256188.3,12443.8,94621.5,2.37,0.044,4.59,3.92,20090903,41834.46,1.05,-9.63,-25.97,52.16,1.6,23913
1448,002260,德奥通航,航空,广东,1453.66,2.65,2.65,100277.68,51438.56,11414.0,1287.3,0.05,0.012,1.29,17.93,20080716,4110.2,0.15,9.74,137.54,24.99,0.59,19912
431,002249,大洋电机,电气设备,广东,37.51,13.57,23.68,1451230.38,677172.19,214508.02,520783.81,2.2,0.23,3.62,2.23,20080619,81752.15,0.35,38.54,49.29,23.67,7.48,75580
2224,002240,威华股份,家居用品,广东,225.16,4.42,4.91,252243.59,98402.53,123888.97,96005.65,1.96,0.048,2.89,3.72,20080523,-11846.94,-0.24,-2.66,112.01,7.64,1.67,49048
1966,002233,塔牌集团,水泥,广东,26.04,7.58,8.95,673378.69,265926.84,193295.98,107446.05,1.2,0.508,5.23,2.53,20080516,235931.7,2.64,-5.34,19.22,26.1,12.52,61000
833,002212,南洋股份,电气设备,广东,191.78,3.01,11.47,325428.38,249760.55,53288.9,54541.68,0.48,0.059,3.65,4.14,20080201,71921.77,0.63,20.86,63.92,13.24,3.62,35714
114,002209,达 意 隆,轻工机械,广东,0.0,1.59,1.95,163789.2,111930.92,41090.6,22266.34,1.14,-0.232,3.14,5.83,20080130,16337.82,0.84,-2.72,-453.93,23.5,-5.78,10894
2466,002198,嘉应制药,中成药,广东,124.0,4.65,5.08,109925.42,35061.21,25766.93,12340.65,0.24,0.109,1.94,6.95,20071218,32673.3,0.64,-5.43,-16.85,76.72,12.26,27466
3109,002192,融捷股份,专用机械,广东,4148.37,1.9,2.6,96009.25,30765.86,12430.26,51183.68,1.97,0.004,2.82,7.79,20071205,-5361.3,-0.21,32.35,109.61,34.27,0.66,27000
443,002187,广百股份,百货,广东,23.62,3.42,3.42,406982.13,213900.34,96953.78,91412.22,2.67,0.142,7.66,1.75,20071122,113326.27,3.31,-9.47,2.06,19.59,3.02,18362
501,002181,粤 传 媒,出版业,广东,42.15,11.41,11.61,469000.75,258583.84,58232.25,127783.57,1.1,0.163,3.26,2.11,20071116,104698.15,0.9,-20.61,451.58,24.86,18.57,58360
2498,002180,艾派克,电脑设备,广东,76.22,1.93,10.12,612104.81,565325.44,26921.22,0.0,0.0,0.254,2.07,12.46,20071113,97814.97,0.97,61.8,-8.84,43.17,11.62,11261
2400,002177,御银股份,电脑设备,广东,111.67,6.22,7.61,195810.75,76654.6,27023.3,2967.95,0.04,0.044,2.22,2.96,20071101,84789.63,1.11,-26.96,-45.3,35.85,5.65,109138
1752,002169,智光电气,电气设备,广东,56.54,2.51,3.94,410149.66,272546.88,88071.74,192717.66,4.89,0.26,6.83,2.54,20070919,34695.51,0.88,0.06,53.39,27.5,9.84,32425
2065,002167,东方锆业,小金属,广东,1639.67,4.72,6.21,285967.97,95617.21,80366.3,59816.32,0.96,0.005,1.71,6.21,20070913,-12423.12,-0.2,29.1,104.84,26.37,0.81,56841
1567,002152,广电运通,电脑设备,广东,23.66,13.03,16.19,1190655.25,814790.5,74503.8,310775.44,1.92,0.54,5.17,2.38,20070813,298030.13,1.84,11.34,-6.07,46.99,19.08,42561
1462,002141,贤丰控股,元器件,广东,955.17,6.37,11.35,146452.77,124196.82,17306.86,9336.41,0.08,0.007,1.15,6.19,20070720,5396.68,0.05,6.79,22.51,10.35,0.96,80822
2720,002101,广东鸿图,机械基件,广东,46.68,2.48,3.53,351204.19,150774.98,118704.21,116423.35,3.3,0.5,8.47,2.46,20061229,59366.78,1.68,14.99,32.76,23.93,6.33,22370
1855,002084,海鸥卫浴,家居用品,广东,53.22,4.05,4.56,186880.31,107411.02,46912.55,26444.75,0.58,0.186,2.6,3.82,20061124,39085.31,0.86,4.18,84.18,22.37,4.76,36480
1475,002076,雪 莱 特,家用电器,广东,128.39,2.12,3.67,167549.55,99628.15,29023.1,51196.39,1.4,0.11,2.76,5.13,20061025,12438.95,0.34,1.47,-28.69,27.97,4.98,36161
2014,002063,远光软件,软件服务,广东,54.42,5.32,6.01,232755.22,175479.44,18525.67,23814.6,0.4,0.218,2.95,4.03,20060823,90911.61,1.51,19.63,8.37,62.08,12.01,51934
627,002060,粤 水 电,建筑施工,广东,39.55,6.01,6.01,1571635.75,672707.5,594790.19,125164.46,2.08,0.224,4.55,1.95,20060810,75264.24,1.25,-5.43,25.83,12.22,2.13,57045
672,600048,保利地产,全国地产,广东,9.28,107.6,118.58,46799676.0,43512204.0,321988.59,1488667.88,1.26,1.1,7.53,1.29,20060731,5972346.5,5.04,25.38,0.6,29.0,8.03,238239
2833,002054,德美化工,化工原料,广东,30.55,3.15,4.19,297474.72,134030.63,63887.98,14820.12,0.35,0.312,4.28,2.97,20060725,108882.36,2.6,-1.23,-59.24,24.92,7.71,37666
68,002045,国光电器,元器件,广东,123.3,4.16,4.17,300435.09,156948.47,61327.95,41248.12,0.99,0.145,3.22,5.55,20050523,38557.59,0.92,15.13,25.97,19.01,2.35,38083
2785,002035,华帝股份,家用电器,广东,50.39,3.2,3.64,324961.69,221878.02,57566.88,40460.23,1.11,0.56,4.36,8.52,20040901,69770.86,1.92,18.41,51.69,41.17,6.45,8349
349,600978,宜华生活,家居用品,广东,19.38,14.83,14.83,1567995.5,859830.38,296668.53,245922.92,1.66,0.411,4.92,2.16,20040824,298718.66,2.01,20.55,15.73,35.82,16.26,99378
1480,002031,巨轮智能,汽车配件,广东,233.56,18.72,21.99,475565.75,291728.47,97942.11,3979.56,0.02,0.014,1.34,2.5,20040816,57138.75,0.26,-17.18,-75.61,27.75,3.86,137581
1629,002030,达安基因,生物制药,广东,137.94,6.94,7.25,413965.94,306272.91,32359.3,61262.56,0.85,0.147,2.22,9.14,20040809,17468.25,0.24,9.38,5.38,43.43,6.62,99000
655,002027,分众传媒,软件服务,广东,26.13,40.48,87.37,994345.81,799665.63,25742.42,17212.74,0.02,0.37,0.76,16.45,20040804,606087.13,0.69,18.8,26.49,70.09,41.73,39762
2304,002017,东信和平,通信设备,广东,77.58,3.44,3.46,157486.25,120789.3,22423.0,20041.71,0.58,0.12,2.48,5.01,20040713,26749.94,0.77,0.41,0.54,27.24,4.45,37290
3066,002016,世荣兆业,区域地产,广东,65.32,6.46,8.09,743969.94,675195.25,12999.3,5156.31,0.06,0.115,2.21,4.52,20040708,81839.81,1.01,29.73,109.01,35.23,8.18,22822
2111,002005,德豪润达,家用电器,广东,306.17,11.66,13.96,1374215.25,586961.38,342095.0,340850.88,2.44,0.013,3.95,1.37,20040625,64454.75,0.46,-12.57,-69.84,19.29,0.63,84106
1315,600143,金发科技,塑料,广东,25.57,25.6,27.17,1738158.38,976829.63,379892.81,281227.25,1.04,0.227,3.4,2.28,20040623,290596.31,1.07,8.54,13.31,17.89,4.95,98427
2070,600325,华发股份,区域地产,广东,17.45,10.63,11.77,11379684.0,10637430.0,68205.42,562723.19,4.78,0.865,11.11,1.36,20040225,548877.06,4.66,60.07,49.73,32.28,7.66,38442
1530,000100,TCL 集团,家用电器,广东,20.9,90.01,122.14,14221101.0,7402514.5,3295827.0,552137.75,0.45,0.126,2.08,1.69,20040130,735461.75,0.6,4.83,-25.5,16.27,1.98,481227
512,600029,南方航空,空运,广东,15.81,70.23,98.18,20046100.0,1376400.0,14638800.0,1395100.0,1.42,0.515,4.4,1.85,20030725,1724400.0,1.76,2.95,29.88,16.06,4.4,265156
1635,600433,冠豪高新,造纸,广东,76.85,11.9,12.71,417867.84,149913.88,209957.3,69587.4,0.55,0.085,1.99,3.3,20030619,47489.03,0.37,34.34,195.21,20.46,6.24,61081
2297,600004,白云机场,机场,广东,13.35,11.56,11.56,1694419.25,362969.34,712195.69,378538.25,3.27,0.914,9.25,1.76,20030428,505901.19,4.37,8.06,14.11,39.36,23.31,33752
372,600499,科达洁能,专用机械,广东,23.51,13.77,14.11,823903.69,470689.25,192361.41,28093.91,0.2,0.42,2.91,2.74,20021010,215309.7,1.53,22.5,-40.6,22.68,10.46,51269
2263,600428,中远海特,水运,广东,299.83,16.9,21.47,2129014.75,316561.0,1575360.88,428154.0,1.99,0.023,4.36,1.61,20020418,233016.2,1.09,-14.0,-65.48,10.42,0.85,133842
1273,600589,广东榕泰,塑料,广东,53.42,6.02,7.05,496801.09,227593.55,68550.13,129970.5,1.84,0.112,4.18,1.91,20010612,80589.43,1.14,25.72,204.37,26.47,8.39,48072
41,600393,粤泰股份,全国地产,广东,165.13,9.88,25.36,1249276.38,1100629.75,20548.72,333986.88,1.32,0.057,1.91,4.95,20010319,12563.32,0.05,2.92,164.9,45.12,15.22,10347
569,600518,康美药业,中成药,广东,28.95,43.97,49.47,5482389.5,4446154.5,591964.94,1133875.25,2.29,0.67,5.89,3.32,20010319,853170.88,1.72,19.79,21.17,29.9,15.43,149503
1302,600332,白云山,中成药,广东,31.45,10.71,16.26,2589717.0,1951398.38,210711.0,987517.19,6.07,1.08,10.67,2.73,20010206,478229.41,2.94,4.76,15.97,33.06,7.53,65771
643,600382,广东明珠,商贸代理,广东,40.1,3.42,4.67,579267.44,347481.63,5786.27,194872.05,4.17,0.5,10.25,1.49,20010118,216863.77,4.65,10.04,12.74,67.28,73.97,22813
2252,600323,瀚蓝环境,水务,广东,21.56,6.29,7.66,1327267.25,180504.75,342452.78,173814.36,2.27,0.664,6.3,2.27,20001225,189768.61,2.48,9.93,26.23,32.39,13.78,31299
3127,600242,中昌数据,水运,广东,189.82,2.67,4.18,213329.02,118847.72,7768.28,164586.88,3.94,0.1,3.28,4.69,20001207,-72446.7,-1.73,223.46,88.56,16.0,2.58,11514
232,000150,宜华健康,医疗保健,广东,16.41,3.54,4.48,719998.56,328891.0,80671.59,97626.88,2.18,1.662,5.4,5.05,20000807,90441.57,2.02,25.72,1342.25,25.92,57.42,31783
923,000987,越秀金控,多元金融,广东,47.16,5.38,22.24,6685289.0,4155609.5,26609.45,888943.63,4.0,0.34,5.61,2.35,20000718,78436.8,0.35,0.04,170.88,26.66,22.12,39546
2533,000976,春晖股份,化纤,广东,91.68,5.87,15.96,449380.0,127193.22,37031.3,265489.78,1.66,0.08,2.29,3.75,20000601,-67374.18,-0.42,114.65,1471.68,25.26,10.05,36000
1490,000973,佛塑科技,塑料,广东,58.51,9.67,9.67,487185.09,181506.22,131724.19,31456.9,0.33,0.13,2.22,3.43,20000525,67110.03,0.69,-14.59,51.94,24.74,5.1,123668
1717,000921,海信科龙,家用电器,广东,20.91,9.02,13.63,2056720.75,1446036.25,338254.44,209286.19,1.54,0.188,3.76,4.19,19990713,134017.27,0.98,33.71,75.09,19.1,3.32,26090
2969,600185,格力地产,区域地产,广东,21.71,16.18,20.6,2637592.75,2453289.5,19894.1,107755.01,0.52,0.33,3.54,1.79,19990611,364904.0,1.77,22.67,-56.18,37.09,19.24,47347
609,000893,东凌国际,食品,广东,605.26,4.01,7.57,517086.44,91425.68,65738.81,377074.88,4.98,0.026,5.68,2.75,19981224,-26203.23,-0.35,-78.48,-54.24,4.65,0.81,22077
1702,000861,海印股份,房产服务,广东,47.65,17.61,22.5,1017398.13,581405.0,12673.32,1.52,0.0,0.092,1.36,3.21,19981028,47985.64,0.21,20.66,5.32,38.83,10.35,111110
2474,600183,生益科技,元器件,广东,22.56,14.41,14.41,953387.5,531345.69,365519.88,119805.01,0.83,0.519,3.51,3.34,19981028,173246.8,1.2,12.2,37.48,20.54,8.76,59998
594,000429,粤高速Ａ,路桥,广东,17.12,4.69,20.91,1607244.5,267236.84,928582.31,250840.8,1.2,0.52,3.96,2.07,19980220,292056.34,1.4,6.3,43.83,54.65,35.44,61994
2473,000823,超声电子,元器件,广东,44.11,5.37,5.37,471886.44,284857.63,158286.52,142463.91,2.65,0.349,5.58,2.76,19971008,81802.71,1.52,-2.92,104.86,20.4,5.3,32324
1986,600098,广州发展,火力发电,广东,18.49,27.26,27.26,3603144.75,816514.06,1587758.63,382598.78,1.4,0.363,5.6,1.6,19970718,587496.19,2.16,19.07,0.44,15.82,6.18,66935
1952,000782,美达股份,化纤,广东,0.0,3.21,5.28,230458.91,111478.85,96321.59,63823.15,1.21,-0.066,2.31,4.24,19970619,-667.39,-0.01,-21.51,-142.23,7.68,-2.02,60975
72,000828,东莞控股,路桥,广东,17.78,10.4,10.4,891404.38,99935.56,189027.59,114008.05,1.1,0.798,4.91,2.89,19970617,229971.02,2.21,14.14,1.53,65.49,66.22,37309
283,000776,广发证券,证券,广东,15.79,59.19,76.21,35980136.0,0.0,91639.25,3186405.25,4.18,1.054,10.3,1.61,19970611,2198792.5,2.89,-38.07,-39.17,0.0,38.77,141799
2015,600083,博信股份,建筑施工,广东,0.0,2.27,2.3,12254.5,9971.78,267.57,9643.53,0.42,-0.002,0.24,64.18,19970606,-27626.46,-1.2,-21.56,-131.21,30.94,-3.67,18147
556,000717,韶钢松山,钢加工,广东,122.14,24.2,24.2,1497555.63,422241.31,882324.5,322875.22,1.33,0.042,0.19,27.02,19970508,-583125.13,-2.41,25.38,103.91,4.63,0.73,117880
104,000712,锦龙股份,多元金融,广东,55.05,8.96,8.96,2616800.25,2122228.75,5781.0,71395.3,0.8,0.408,4.08,5.5,19970415,182906.3,2.04,-24.54,-59.97,99.77,16.53,67057
954,000690,宝新能源,火力发电,广东,22.12,17.18,21.76,1312576.75,347296.13,378896.28,294483.0,1.35,0.28,3.74,2.02,19970128,247633.84,1.14,-15.82,9.83,40.47,22.85,116969
1897,000685,中山公用,水务,广东,16.56,10.71,14.75,1479288.13,207666.7,155750.8,206650.16,1.4,0.494,7.46,1.46,19970123,609034.44,4.13,-14.25,-39.77,35.63,72.58,47457
2971,000659,珠海中富,广告包装,广东,0.0,12.86,12.86,309704.34,89988.17,179766.56,26524.8,0.21,-0.062,0.76,7.17,19961203,-94058.47,-0.73,-13.89,-868.63,18.55,-5.88,70820
377,000636,风华高科,元器件,广东,58.2,8.13,8.95,668846.44,297610.97,174070.73,241320.3,2.7,0.155,5.03,1.79,19961129,58430.45,0.65,43.04,125.03,20.04,5.01,65632
1793,000651,格力电器,家用电器,广东,13.22,59.72,60.16,18170746.0,13945858.0,1672439.13,18840.06,0.03,1.867,8.27,3.98,19961118,3994264.75,6.64,1.11,12.82,34.12,13.62,339957
2091,000637,茂化实华,石油加工,广东,61.38,3.66,5.2,127984.05,76742.25,37971.21,697.15,0.01,0.118,1.64,4.41,19961114,13041.49,0.25,-3.48,-31.32,8.92,2.07,41324
1614,000601,韶能股份,水力发电,广东,14.65,10.8,10.81,873197.13,122372.65,670004.38,158531.94,1.47,0.424,3.93,2.11,19960830,106956.51,0.99,8.61,90.65,40.14,18.45,75000
2496,600728,佳都科技,软件服务,广东,9411.97,13.29,15.99,393228.94,326836.16,7726.83,111346.32,0.7,0.001,1.66,5.08,19960716,-17294.75,-0.11,7.42,107.65,14.49,0.07,72583
1818,600894,广日股份,运输设备,广东,10.6,8.6,8.6,934136.19,446223.59,104460.56,243765.72,2.83,0.98,7.77,1.78,19960328,290731.22,3.38,-8.36,-57.91,23.11,25.7,33953
2605,600872,中炬高新,食品,广东,41.75,7.97,7.97,475912.41,263204.34,122130.56,27916.38,0.35,0.321,3.38,5.3,19950124,142376.84,1.79,13.2,51.84,37.2,11.15,41639
1666,600868,梅雁吉祥,水力发电,广东,148.61,18.98,18.98,250057.41,21404.5,158100.77,42450.28,0.22,0.036,1.17,4.55,19940912,-14120.7,-0.07,46.27,245.03,64.81,18.76,448807
2355,000576,广东甘化,造纸,广东,68.98,4.34,4.43,157648.55,63552.38,63911.56,84164.21,1.9,0.231,2.94,5.43,19940907,-3624.33,-0.08,18.85,-42.25,-8.68,21.64,20104
2061,600866,星湖科技,食品,广东,164.1,5.5,6.45,171031.34,72424.78,76790.36,76112.06,1.18,0.038,1.66,3.72,19940818,-50696.2,-0.79,-6.84,105.75,20.43,3.58,42501
82,000573,粤宏远Ａ,区域地产,广东,24.13,6.22,6.23,276045.47,201813.45,5651.12,55476.16,0.89,0.317,2.73,2.8,19940815,30885.3,0.5,263.52,314.17,27.66,17.52,45432
2768,000534,万泽股份,区域地产,广东,83.72,4.91,4.92,235588.55,200430.13,12105.32,39267.55,0.8,0.155,2.82,4.6,19940110,36889.35,0.75,-60.42,64.1,35.67,39.14,22689
2059,000531,穗恒运Ａ,火力发电,广东,12.94,6.85,6.85,918646.38,249794.41,324782.69,89960.77,1.31,0.837,5.73,1.89,19940106,197937.77,2.89,18.39,27.41,32.66,21.76,30201
1524,000533,万 家 乐,家用电器,广东,33.1,6.85,6.91,325886.13,261108.59,23224.07,4081.43,0.06,0.328,2.29,4.75,19940103,75202.65,1.09,5.04,83.09,32.57,5.22,38666
1556,000532,华金资本,元器件,广东,135.78,3.43,3.45,195643.2,48025.46,6372.35,2517.46,0.07,0.118,2.07,7.76,19940103,28862.35,0.84,46.06,8.05,43.6,13.18,32238
2580,000539,粤电力Ａ,火力发电,广东,14.93,25.54,52.5,7161943.0,1194051.0,4350210.5,500774.66,0.95,0.281,4.56,1.23,19931126,667552.25,1.27,-16.48,-44.07,24.82,8.98,111580
1932,000541,佛山照明,家用电器,广东,12.02,9.75,12.72,610016.94,338423.66,44600.69,28582.14,0.22,0.843,3.92,2.58,19931123,156461.59,1.23,17.03,1907.92,25.2,31.85,85567
805,000524,岭南控股,酒店餐饮,广东,250.51,2.7,5.35,85293.45,14763.0,32226.76,20164.96,0.38,0.057,2.31,6.21,19931118,3329.18,0.06,-0.99,-21.96,54.76,10.11,30535
1593,000529,广弘控股,食品,广东,56.87,5.67,5.84,158804.31,100363.27,17644.17,57095.94,0.98,0.181,2.12,4.84,19931118,2876.16,0.05,7.23,40.65,13.91,5.11,39828
2144,000333,美的集团,家用电器,广东,15.06,61.8,64.59,17060072.0,12062132.0,2105679.0,1359656.88,2.11,2.29,9.46,3.62,19931112,3810539.25,5.9,14.88,15.56,27.31,9.23,98402
1745,000523,广州浪奇,日用化工,广东,207.22,4.46,5.23,363401.38,279503.97,46793.3,100675.06,1.93,0.039,3.32,3.22,19931108,15499.79,0.3,33.98,-29.2,2.67,0.3,37264
2961,600684,珠江实业,全国地产,广东,18.0,7.11,7.11,1255516.88,1117782.63,34654.39,8592.11,0.12,0.468,3.62,2.33,19931028,159405.72,2.24,23.19,16.17,25.84,8.12,41615
2755,600685,中船防务,船舶,广东,713.86,5.49,14.14,4626858.5,3057749.0,1090671.38,686786.63,4.86,0.05,7.32,4.91,19931028,117365.76,0.83,-8.5,-27.56,7.01,0.31,56528
2525,000513,丽珠集团,中成药,广东,32.83,2.39,4.26,1052926.25,597078.56,334097.78,182030.91,4.28,1.98,15.29,3.96,19931028,381241.22,8.96,15.58,25.97,64.09,10.25,15729
1258,600673,东阳光科,铝,广东,164.39,24.57,24.69,1117772.75,396042.34,403613.59,14282.59,0.06,0.044,1.47,4.95,19930917,95555.11,0.39,8.88,10.09,18.18,2.15,100923
3184,000507,珠海港,港口,广东,67.5,7.72,7.9,572101.56,88577.18,253433.8,78896.82,1.0,0.132,3.31,2.69,19930326,89730.77,1.14,-10.95,32.55,22.4,5.79,130344
1008,000502,绿景控股,医疗保健,广东,79.71,1.83,1.85,62277.19,54398.41,2889.45,2282.03,0.12,0.174,1.15,12.06,19921123,-223.46,-0.01,1415.35,235.63,53.94,10.72,21211
3213,603920,世运电路,元器件,广东,0.0,0.0,0.0,144372.19,90240.61,45845.34,14171.2,0.0,0.0,0.0,0.0,0,37465.85,0.0,16.74,68.66,29.49,16.19,0
