Breaking rate: 72.122186

000652
600874
601366
300420
603603
603903
603817
603969
300304
300075
603126
002774
603881
300631
600576
002824
603768
603690
300635
603689
603041
300599
601212
601882
002825
603615
603717
300636
300627
300376
603955
300591
002658
300425
603586
002859
300621
600463
601200
603779
300332
300548
603444
600965
601002
603991
603388
603538
002810
300417
002850
600555
002805
002427
300597
002848
300600
300556
603878
300018
603886
300506
300617
300608
000897
603238
603323
300625
300609
603598
002842
300622
603035
300606
002732
603929
002853
603839
603303
603319
002836
300562
300407
300539
300613
603040
300578
002851
603577
300103
603038
300605
002728
603098
002494
300585
300579
000786
300593
000659
603823
300422
603067
603159
300573
300487
002173
002141
300581
603600
600745
000506
601116
601016
300014
300584
603131
000605
603986
603328
603337
300602
300623
300076
300299
603358
600419
300565
002624
300619
603266
300572
300589
002817
603887
300568
300563
300587
000158
300576
300116
603777
002832
603667
300392
000544
002233
300545
300620
300535
002852
002856
603708
002780
300507
603558
603877
000402
603189
300595
300362
300529
002343
002795
300036
603060
300095
300515
300428
603701
300037
300398
300542
002829
600667
002695
601128
603861
603029
002777
002783
002796
600480
603843
300002
002833
603637
300553
300557
300509
600979
300369
300536
300528
300203
300044
603385
300166
002060
300377
300615
300551
002857
601886
603090
600652
002782
000429
002740
002813
601996
603819
600089
300517
000767
600743
300559
603228
300546
001896
300538
300120
000620
300156
600495
601991
300520
002616
002297
603336
002240
600787
002629
300317
300213
002788
603990
300327
300418
600512
000669
000022
300505
002444
002351
300228
002614
002271
300502
601500
603026
002108
600095
603258
002793
300458
002799
002421
600162
600363
600291
002469
300379
002431
002770
600563
002501
300183
603716
300114
300107
002565
600159
600523
000883
603016
002179
300512
000856
002789
002392
002643
300229
603833
603160
000687
000629
300262
300516
002051
603338
300445
300144
601997
300175
300310
002831
300523
300601
600515
603429
300501
603023
300184
000799
300592
002456
600744
002669
300447
002230
002709
600682
600487
600187
600242
601966
600373
300550
300140
300223
600854
300222
002111
300311
300072
600509
603166
002166
600717
603239
600198
601633
600909
600970
600033
600275
600114
600416
601811
002314
600684
600599
000996
002707
002766
002140
600322
300063
601375
300402
000766
002016
300137
600266
300062
002620
000159
002510
002384
300618
300493
300074
002055
603518
002065
000965
000539
300446
000977
002164
002806
603658
600723
300241
002689
603566
002800
000065
002195
002573
000662
300393
600812
300318
002116
600237
002623
600847
002301
002763
300431
300356
600129
002371
600963
300477
603936
603101
300325
600086
002771
300303
603778
002802
000576
600584
601229
600919
300471
002038
300483
603021
002798
603718
000881
300394
002779
002239
600728
300494
000503
300328
600132
601899
002612
601881
600557
300302
002582
002341
002054
600478
600527
002123
603025
600158
300230
002171
601369
002797
002558
002408
002258
000070
600355
002069
600775
000797
600870
002387
300087
002342
000816
300056
000016
000921
002376
300385
002786
300301
300511
300365
600439
000524
002073
000028
300403
600718
600820
000963
600893
601900
300294
300276
600323
600292
603816
002331
300470
002100
603008
600858
000546
002542
002355
300012
002188
300491
002546
002059
600282
300433
600519
300344
603660
600573
300058
601968
300210
002668
601127
002578
000928
300279
600506
300155
603788
300256
300257
600575
000411
300145
600526
002368
002370
300249
000997
002792
600568
002198
603018
000822
002003
300073
603599
000632
600094
002751
002310
300455
002684
600862
000923
600987
002678
300159
603889
603636
002790
002647
300031
000860
603608
603601
603128
601801
601608
601169
601099
600826
600759
600734
600657
600634
600565
600547
600496
600388
600380
600340
600290
600255
600246
600165
600097
600076
600066
600064
300537
300500
300478
300465
300413
300364
300347
300334
300322
300320
300309
300274
300268
300265
300235
300185
300170
300151
300109
300104
300100
300089
300025
002823
002816
002787
002721
002640
002638
002619
002606
002586
002575
002569
002523
002505
002418
002417
002313
002312
002270
002175
002152
002143
002139
002122
002105
002064
002061
002049
000938
000889
000862
000812
000755
000723
000672
000613
000526
000301
000040
000027
000004
300577
300438
002653
002561
600976
002460
601677
600897
300112
300525
600391
600623
000978
002585
002781
002172
000507
002499
002103
600973
300129
601599
002508
000918
601717
000925
002540
000415
300295
000970
300321
002276
300046
600197
000590
000563
600664
600642
002428
002530
300259
300342
300410
603997
002086
000709
600882
002095
300138
300174
002274
002149
600666
000806
601377
002200
300307
002568
000011
600221
000551
000782
601928
002634
300312
002635
300236
600865
002712
600977
002462
600149
603099
600680
000622
600109
002537
300067
002089
002178
601965
300442
600243
603899
603999
002348
603066
600401
300179
000703
002197
300093
000012
300352
300029
002524
600688
300245
600803
603003
600958
002320
002250
002527
600881
300153
600220
002080
600112
002352
002474
601139
600176
300488
002442
600088
603959
002328
300496
603158
600281
300272
300280
603000
000728
300167
600325
002344
000596
000863
002191
000998
300383
002609
600063
600880
002347
002765
600460
300527
000078
000952
601328
000630
000966
300499
600118
600548
000401
300345
002819
300498
600525
002531
002518
600168
601198
601018
300128
300375
002404
002466
002610
002288
002498
600560
002391
600163
603011
600961
300474
300333
002180
600768
000739
000681
300339
000566
000735
300143
603606
300078
600751
002698
000902
002801
300053
300460
600113
600597
000582
603699
300353
300187
002044
002673
000967
300011
002564
603002
601555
603030
300468
300290
600699
300540
600267
000948
002039
000100
002603
600983
600765
600115
002452
002181
600739
300168
002277
300007
600936
600185
600658
603322
300549
600343
000917
002532
600192
000685
600779
600729
002219
002659
000671
600712
600461
000783
002326
600823
000665
002580
300485
300047
000686
000958
600633
300226
002769
000851
000627
600248
600620
601866
300452
600539
601226
600157
000969
601595
300091
000023
300400
000670
000683
000008
600790
300043
002375
002099
600152
000593
300127
600006
600350
000056
000666
603015
300086
603377
600805
002479
600967
002279
002613
000738
000608
000068
600269
601799
600238
002727
000877
300240
601988
002736
002775
000795
600538
601788
600711
000597
002325
600488
300390
000166
600037
002515
000920
002150
300421
002063
002633
600101
600754
300250
600183
002591
603167
600265
002183
000156
600801
600778
600513
601000
000810
603077
300079
002176
601789
000625
600155
600390
000882
002024
600262
002305
600166
300161
000528
600000
300224
300366
600764
601311
600009
002446
600020
000793
300024
601818
002030
600988
300038
000987
000537
600372
600889
002010
000718
600606
600998
002309
000901
600661
000905
300188
000819
002056
002402
600422
000616
000428
600583
300005
600080
002074
600871
002433
603020
002559
600499
603618
601558
000850
600468
002161
300255
600879
600100
603117
600410
002738
600035
600864
600039
300178
600726
600170
300068
002033
002700
000899
001696
000572
300337
603996
603737
000587
601158
002092
000066
002414
600981
002243
600211
002477
000826
000430
600078
002337
300319
600131
600640
000014
603508
600327
002052
300115
000403
002298
600378
600345
300190
000419
300157
600016
600697
300040
600120
002440
300380
600175
300336
600808
000988
002358
002465
601179
002723
000541
002604
000001
600278
600784
300027
600370
603012
600875
603838
002731
300382
300384
600299
002560
603116
002641
000719
600571
002213
002228
601258
002112
601126
000705
603001
300021
002190
300283
000750
002722
000700
000006
002005
300126
000800
000631
300193
600695
000009
002330
600229
300354
002665
300243
002093
600227
600995
600007
002526
600482
600791
000676
000931
600593
600883
000727
000848
002741
002730
002022
000762
603678
002221
600081
600257
600458
300045
300349
600283
300286
603869
002481
600730
002106
002550
600552
300034
600980
000408
002757
002472
000757
600960
600736
002009
000088
002247
000591
601989
300048
600367
300135
600261
300071
600171
603901
002495
002058
300242
002017
601929
600986
601166
600562
002291
000425
600320
002566
600975
300141
300489
002067
600531
601636
000913
600624
600256
603520
300481
300066
601222
600103
000780
300253
600096
002014
000039
002487
600074
300350
002435
002626
300412
002249
600811
600505
002393
300160
300052
002596
002004
000565
000909
600528
300355
600824
601718
002536
600637
601388
002646
600210
601798
601199
002448
601368
000030
002617
600156
002208
600713
002742
000037
000667
002083
002308
002519
002153
002367
600601
600195
000005
600895
002516
002097
600130
000975
002412
002683
300482
002324
300386
000875
000859
002529
000157
300146
002489
300200
600098
300287
300171
603828
300269
002041
000959
000606
600386
300064
000607
300218
600796
300329
000612
000729
601313
300370
300084
002020
603333
600604
601588
300049
600894
600990
600598
600537
600206
601058
601003
600708
000861
601857
002713
000099
300013
002031
002091
002755
601007
002587
000868
600846
300035
300118
002716
600850
600125
002496
600178
601333
600215
601010
002119
000903
000801
600508
000523
000420
600589
002285
002211
600223
600141
600313
601218
300010
300429
600186
300181
000060
601231
600792
600483
002556
002378
000543
600038
300330
002467
000949
002284
000534
002480
300204
300395
600580
300177
000533
300387
600389
002237
000096
600150
600433
002047
000713
300130
300162
000536
600863
600653
002088
300416
300195
300231
002369
300406
002018
002303
000692
600067
603979
300214
002398
000791
002636
600830
000698
002170
600070
601107
600611
600333
002253
300147
000892
002588
600578
002454
300020
600219
600191
600605
002615
600648
000062
300495
300263
600530
002151
002476
000751
002199
002381
300237
600794
000509
300041
600817
002362
300234
000633
300378
300173
000521
002079
002639
002184
300111
000908
600677
002338
601515
601898
600399
002177
002084
600199
300405
000785
002293
601106
002729
002483
600398
600058
600982
002429
601518
002156
002514
002463
002109
002778
300202
002281
000639
600105
000564
600814
002409
002155
000592
002719
600200
300163
600317
002598
600896
000922
300016
002023
600724
002447
002548
600610
002329
600489
300414
002674
600077
000555
300205
600337
601777
300105
603123
600470
600753
000601
000338
002145
002441
002332
002405
600467
002104
300426
002386
002471
002696
000990
300360
002631
002224
002114
600123
002267
600831
000010
600190
600360
002419
002627
000151
300227
300139
002160
600891
002407
600336
002697
601880
300189
002169
600586
300338
601208
600621
600022
600010
600346
600651
002682
000837
300270
002395
002068
000637
600466
000518
300197
300314
002283
300050
600767
600616
002577
002360
601008
002533
600675
600287
600071
600783
002645
600251
002118
002013
002599
002688
300252
600716
601188
002436
002686
000058
600825
300022
600328
000416
600662
000025
002693
000422
600026
600008
300275
300239
601999
300399
002251
300427
600379
600776
002397
600731
300305
002520
002026
300451
600789
600218
300033
600111
600577
002290
002703
000061
600288
600851
000600
000570
000788
300381
000779
600757
002130
300061
002743
600644
601918
002601
300080
000838
600396
300513
000710
002753
601339
600797
002057
002500
600233
002006
600707
002657
603977
002692
601808
000638
002365
600477
600838
000707
600691
600423
600354
600866
300059
002315
000548
300292
600868
600308
000090
300028
300085
601579
000529
603698
600569
600169
600126
002318
600647
002759
601611
002708
000421
000048
600665
600289
000510
600425
600408
300217
600249
002296
601919
002785
000701
600770
000589
603100
002579
000852
600821
002268
601519
000498
600073
002350
300277
002146
600997
600307
600302
300437
600135
300098
002165
300094
600785
002029
600476
600668
002234
300541
000733
600127
000519
000818
600876
000985
601101
300220
300032
601228
600268
002144
300248
300008
002746
002157
000558
300281
002189
600358
600284
600052
000514
002752
300401
300346
600570
002449
300096
300435
000919
000586
600382
002287
300165
002135
002124
002608
603315
000906
600749
600330
600203
300211
300397
600448
002666
000038
002760
600517
600839
601908
002562
002461
002336
300099
002725
601699
000790
000531
002425
600184
002504
000825
600641
600444
600635
002506
600418
000993
002734
000021
000932
300371
002828
600502
300101
002269
000619
000752
000720
000545
300306
300351
600650
000019
600587
600819
002413
601969
002457
000413
002196
600501
002245
000017
002663
600019
000731
002101
000792
600128
002137
600833
002087
603988
600321
600843
002154
002361
600259
002611
300313
600683
601011
002220
601137
603311
002574
000552
600222
600107
000559
002420
000571
601678
600558
600405
600017
600172
600082
002492
002455
300264
300432
300194
000550
000046
002552
000936
002132
300246
600392
000663
000688
300297
000761
002632
300150
600435
600747
600827
000753
000547
603703
000609
600503
600836
600520
600356
600628
600075
600617
002339
000758
002622
000798
600746
000691
002549
000962
000626
601958
002319
600676
600207
600818
600093
000603
300341
603188
600769
600339
002534
300464
000831
002539
600362
002334
000610
600969
300082
300273
300434
002715
600497
002660
600500
603028
300293
002037
600689
002125
600395
600270
600740
000980
002748
600072
002357
002541
300456
600714
300448
002488
300508
002718
002263
600845
600108
002554
600449
002590
300019
000807
000912
600193
603299
600533
601616
002571
600208
600455
603019
603456
002401
600829
603519
600543
300158
600371
600737
002438
002563
600351
600209
000711
002628
600810
600361
600260
600679
600051
603789
000955
002630
600861
600898
600844
000815
002453
000517
601001
601015
600603
603017
600626
300340
002062
300388
600316
600686
002528
600331
600310
000695
600106
300238
300077
600213
000885
300389
002136
300106
300480
002733
600766
002607
000809
002654
000557
000426
000045
002772
000628
300409
601225
002046
000973
600758
600962
300335
002040
600719
002292
600685
600279
600618
603169
300102
300081
300154
000708
002399
600303
002278
600301
002544
002272
600348
002066
600083
002687
300282
603223
000886
600841
600877
600917
002222
600493
601600
600397
000957
600353
600359
600250
600630
000768
000599
002214
000668
600748
600800
300023
300110
600459
603308
600122
601992
300368
603227
000690
300449
600549
000585
600272
002163
300001
000680
600429
002416
002671
002353
000898
000777
601100
000951
000561
000715
600428
000937
600561
601666
000655
002133
600148
300123
002273
002758
601118
600613
002373
600311
300191
002538
000995
002225
000020
002379
601020
002289
000678
002490
000983
300374
000595
000972
000721
002767
000679
600235
000976
002286
600638
600226
002340
600231
600614
600456
002406
002681
000043
000893
300331
002773
000960
000878
002593
002662
002482
600232
002459
002077
300132
600595
000929
600802
000839
002621
000636
600366
600822
000789
600848
600306
002458
600721
002451
002484
002096
002194
600385
000717
002238
601216
600720
600798
000532
002497
603993
600692
600295
300436
002679
601168
000829
603799
300142
600368
300260
002192
300069
002201
002333
600698
600335
600722
600189
300164
000778
002227
002207
600117
600701
000554
600300
600510
000042
600773
000657
002226
601038
002535
600491
601567
002231
603318
603609
603616
600546
000802
600615
000930
600312
000410
002650
000615
002702
600119
000567
600540
002430
300117
002809
600678
002443
002070
603928
000520
002380
300198
600815
002553
600550
603389
002762
002473
300475
002749
002205
603859
603069
300521
002012
600318
603726
603330
603628
600293
002735
603088
002246
600793
603998
603555
002724
600853
601177
