,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
1756,002325,洪涛股份,装修装饰,深圳,29.53,9.22,12.02,1024341.81,843869.5,23939.49,75256.59,0.63,0.175,2.96,2.32,20091222,136569.34,1.14,12.23,-18.8,23.08,7.86,54364
1442,002316,键桥通讯,软件服务,深圳,0.0,3.15,3.93,190156.81,124662.17,30444.38,24750.02,0.63,-0.067,2.11,6.48,20091209,15462.3,0.39,-14.89,-199.32,16.71,-6.01,26157
2557,002313,日海通讯,通信设备,深圳,390.58,3.12,3.12,364405.38,304246.38,34813.4,117802.02,3.78,0.041,6.23,3.4,20091203,39645.46,1.27,-10.18,188.37,21.5,0.71,20000
2555,002314,南山控股,区域地产,深圳,27.5,7.38,18.78,1471606.88,1251358.13,78246.25,280576.41,1.49,0.281,3.0,2.57,20091203,67524.4,0.36,2.1,139.58,38.34,10.57,47916
400,600999,招商证券,证券,深圳,20.0,47.14,66.99,24305842.0,0.0,57256.26,2753394.0,4.11,0.91,8.93,1.81,20091117,1435777.88,2.14,-53.76,-50.47,0.0,46.2,113031
786,002303,美盈森,造纸,深圳,49.05,10.21,15.42,336036.91,183950.52,76519.07,1615.79,0.01,0.137,1.79,5.03,20091103,100228.36,0.65,20.4,11.02,29.69,12.68,45358
1389,300012,华测检测,电器仪表,深圳,80.03,6.78,8.37,303071.22,170356.17,62885.53,86781.96,1.04,0.1,3.1,3.1,20091030,59912.36,0.72,25.7,0.97,49.86,7.07,19727
1049,002301,齐心集团,文教休闲,深圳,93.09,3.73,4.28,379865.56,204194.7,45598.4,37218.85,0.87,0.28,3.3,6.91,20091021,45008.84,1.05,81.11,432.22,17.42,3.66,12894
1620,002294,信立泰,化学制药,深圳,22.38,4.88,10.46,653413.94,365069.88,98010.88,18193.82,0.17,1.335,5.12,5.83,20090910,360529.97,3.45,10.23,10.31,75.22,36.43,33866
261,002289,*ST宇顺,元器件,深圳,134.24,1.61,1.87,138670.95,86036.8,43115.34,179869.52,9.63,0.16,3.2,6.7,20090903,-140293.13,-7.51,-61.51,102.72,7.4,2.29,19000
1711,002285,世联行,房产服务,深圳,21.95,16.97,20.45,778415.13,614632.31,16560.24,57953.2,0.28,0.365,2.05,3.92,20090828,124683.56,0.61,33.1,46.69,27.83,11.92,68356
1643,002256,兆新股份,染料涂料,深圳,121.07,12.5,18.85,351279.5,149546.91,144976.38,2913.33,0.02,0.013,1.19,5.27,20080625,29049.0,0.15,17.35,25.37,36.65,18.72,102214
566,002243,通产丽星,塑料,深圳,162.49,3.65,3.65,180988.06,70914.15,89816.07,75973.88,2.08,0.072,4.03,2.9,20080528,31301.35,0.86,3.49,244.16,19.83,2.49,16801
1002,002238,天威视讯,影视音像,深圳,27.46,5.57,6.17,378243.16,173850.7,92887.75,24465.76,0.4,0.49,4.36,3.09,20080526,160308.63,2.6,-5.64,11.17,37.27,17.93,28545
1144,002227,奥 特 迅,电气设备,深圳,0.0,2.2,2.2,97565.11,70271.56,15057.76,31058.26,1.41,-0.038,3.51,5.73,20080506,18468.82,0.84,3.47,-69.33,33.18,-3.52,36227
417,002218,拓日新能,半导体,深圳,46.83,6.08,6.18,480388.41,185040.88,230099.55,193393.17,3.13,0.208,4.37,2.23,20080228,13737.45,0.22,56.81,314.37,26.69,11.28,53856
147,002215,诺 普 信,农药化肥,深圳,0.0,6.95,9.14,314842.75,170004.38,23732.85,29675.8,0.32,-0.302,1.77,5.28,20080218,30879.11,0.34,-11.17,-219.66,36.84,-14.07,41275
1189,002213,特 尔 佳,汽车配件,深圳,619.34,1.8,2.06,44017.12,27253.77,7980.02,77.23,0.0,0.039,1.74,13.81,20080201,12530.33,0.61,-19.86,-26.92,40.69,5.3,6840
669,002210,飞马国际,仓储物流,深圳,107.72,7.57,9.72,1809546.63,1765198.0,9881.62,112159.31,1.15,0.146,2.57,8.14,20080130,34765.71,0.36,11.07,6.54,0.65,0.41,24246
2578,002197,证通电子,电器仪表,深圳,160.24,3.4,5.2,465608.44,283918.22,82276.56,180988.05,3.48,0.07,5.19,2.53,20071218,38039.46,0.73,89.02,3.45,29.23,3.34,59637
2167,002191,劲嘉股份,广告包装,深圳,22.24,13.02,13.06,668067.69,245724.72,200625.7,24969.98,0.19,0.44,3.44,2.82,20071205,261117.45,2.0,2.09,-20.81,41.33,20.55,69921
830,002183,怡 亚 通,仓储物流,深圳,34.74,20.98,20.99,3792846.5,3070407.5,84422.56,119561.2,0.57,0.21,2.53,3.94,20071113,142125.0,0.68,74.01,29.38,6.52,1.09,122799
1459,002168,深圳惠程,电气设备,深圳,183.66,7.66,8.21,204228.84,95284.93,10483.99,45940.37,0.56,0.093,1.65,10.29,20070919,42651.76,0.52,37.85,-43.92,38.73,26.3,59352
2110,002170,芭田股份,农药化肥,深圳,40.99,6.64,8.9,410930.28,116852.38,150000.13,34961.18,0.39,0.148,2.22,3.65,20070919,62696.11,0.7,-17.31,0.1,23.7,8.49,72812
2388,002163,中航三鑫,装修装饰,深圳,779.56,8.03,8.04,677438.81,286978.13,156662.02,58584.05,0.73,0.012,0.92,10.02,20070823,-71248.99,-0.89,-1.23,104.11,13.93,0.21,74972
2156,002161,远 望 谷,通信设备,深圳,0.0,6.98,7.4,207529.05,85013.65,22146.95,46123.42,0.62,-0.022,2.14,4.63,20070821,31773.8,0.43,-1.48,-570.23,46.26,-5.18,87070
2857,002139,拓邦股份,元器件,深圳,42.87,3.52,4.53,269375.16,158708.27,43454.9,97724.81,2.16,0.078,3.99,3.35,20070629,39752.85,0.88,78.06,107.87,23.86,6.67,43408
1145,002137,麦达数字,元器件,深圳,39.47,4.9,5.76,190373.02,96034.65,5581.5,93163.11,1.62,0.26,2.79,3.68,20070613,8422.37,0.15,91.06,725.36,24.64,18.77,41998
2246,002138,顺络电子,元器件,深圳,41.36,6.73,7.55,404132.41,143793.23,206658.69,100700.75,1.33,0.475,3.53,5.57,20070613,89031.61,1.18,31.61,36.36,37.01,20.68,32486
1830,002130,沃尔核材,电气设备,深圳,77.76,4.32,6.26,536039.19,185116.66,86351.82,79331.49,1.27,0.19,4.18,3.18,20070420,104291.5,1.67,14.92,-81.18,30.92,5.76,102220
89,002121,科陆电子,电器仪表,深圳,130.72,7.03,14.07,1139850.25,524043.44,331064.91,30389.23,0.22,0.05,2.0,4.33,20070306,80169.96,0.57,37.81,-46.73,32.83,3.43,78765
544,601318,中国平安,保险,深圳,10.57,108.33,182.8,557690304.0,0.0,3614700.0,12251000.0,6.7,3.5,20.98,1.72,20070301,17593200.0,9.62,14.91,15.11,0.0,8.76,301090
3019,002106,莱宝高科,元器件,深圳,37.36,7.04,7.06,464721.09,295759.78,142519.11,207783.98,2.94,0.3,5.18,2.16,20070112,57992.35,0.82,38.37,135.44,14.85,6.31,55149
2222,002105,信隆健康,文教休闲,深圳,125.19,3.69,3.69,139304.13,82060.86,44184.23,6092.15,0.17,0.077,1.31,7.39,20070112,-311.61,-0.01,1.71,152.07,16.02,2.07,38208
2767,601333,广深铁路,铁路,深圳,31.74,56.52,70.84,3287025.75,549511.94,2427644.75,1156273.75,1.63,0.164,3.96,1.31,20061222,658219.0,0.93,9.89,8.16,11.35,6.7,264107
2779,002055,得润电子,元器件,深圳,88.47,4.03,4.51,664978.94,468333.69,86956.4,63350.16,1.41,0.17,3.9,5.13,20060725,64918.13,1.44,29.42,-19.7,17.46,2.41,49361
2668,002052,同洲电子,通信设备,深圳,0.0,6.21,7.46,250198.2,154247.88,30802.68,87715.75,1.18,-0.203,1.86,3.92,20060627,-33380.28,-0.45,-43.53,-1352.3,20.59,-35.74,80854
2096,002047,宝鹰股份,装修装饰,深圳,31.13,12.63,12.63,824987.38,718308.88,14604.25,105400.21,0.83,0.203,2.06,4.08,20050531,110927.21,0.88,-1.88,0.26,17.01,5.38,48883
1486,002008,大族激光,电器仪表,深圳,33.48,9.9,10.66,955620.13,564338.81,154080.16,78972.63,0.74,0.594,4.85,5.46,20040625,286387.41,2.69,17.21,3.51,39.99,12.69,58470
2358,600446,金证股份,软件服务,深圳,81.48,8.01,8.35,317453.34,212880.91,7416.56,999.42,0.01,0.282,1.76,13.03,20031224,51070.37,0.61,40.18,-7.72,25.48,6.41,106815
1290,600462,九有股份,元器件,深圳,644.86,5.34,5.34,47162.76,35525.09,2506.29,64306.44,1.2,0.013,0.55,14.91,20030903,-90719.27,-1.7,64.56,118.82,8.86,1.63,22996
473,600030,中信证券,证券,深圳,19.0,98.15,121.17,59743884.0,0.0,365947.03,5445852.5,4.49,0.855,11.78,1.38,20030106,4719229.0,3.89,-32.16,-47.65,0.0,27.28,563612
2179,600525,长园集团,电气设备,深圳,29.53,12.14,13.17,1561996.0,704018.31,100065.65,205351.38,1.56,0.53,5.36,2.68,20021202,249700.97,1.9,40.54,32.53,44.6,10.94,36809
175,600036,招商银行,银行,深圳,7.64,206.29,252.2,594231104.0,0.0,4306800.0,6752300.0,2.68,2.462,15.95,1.18,20020409,19911000.0,7.89,3.75,7.6,0.0,29.7,207411
1280,600548,深高速,路桥,深圳,15.98,14.33,21.81,3238484.5,799963.38,102775.31,215114.75,0.99,0.536,5.81,1.47,20011225,541684.88,2.48,32.5,-24.69,44.11,25.8,22392
1691,600380,健康元,化学制药,深圳,32.25,15.62,15.86,1607171.25,818857.06,433040.06,94542.86,0.6,0.285,3.39,2.7,20010608,263545.41,1.66,12.49,9.44,62.33,4.64,127480
468,600383,金地集团,全国地产,深圳,8.5,45.14,45.14,15363426.0,12474513.0,119519.65,361586.19,0.8,1.396,8.29,1.43,20010412,2688686.5,5.96,69.03,96.87,29.27,11.39,46406
959,000099,中信海直,空运,深圳,82.03,6.06,6.06,489319.44,142076.0,313933.88,103327.21,1.7,0.142,4.68,2.48,20000731,100122.75,1.65,-9.11,-49.28,19.15,7.33,64648
3054,000096,广聚能源,石油贸易,深圳,29.01,5.11,5.28,242987.45,134103.69,7330.43,35133.7,0.67,0.555,4.32,3.72,20000724,104892.65,1.99,-9.29,98.9,18.79,32.36,42931
1761,000070,特发信息,通信设备,深圳,38.0,2.71,3.13,506549.19,357774.66,58528.51,95829.52,3.06,0.625,5.55,4.28,20000511,42358.8,1.35,88.28,112.94,17.31,4.24,26950
2302,000999,华润三九,中成药,深圳,22.63,9.78,9.79,1355174.88,508246.0,294717.31,110107.86,1.12,1.224,8.8,3.15,20000309,600934.38,6.14,13.69,-4.11,62.57,13.34,20641
1676,000090,天健集团,建筑施工,深圳,26.77,7.74,11.98,1929063.38,1561815.13,24809.9,228084.55,1.9,0.373,5.25,1.9,19990721,175069.8,1.46,-1.72,13.7,22.18,7.19,52322
1789,000078,海王生物,生物制药,深圳,52.32,18.44,26.48,1470824.38,1295607.88,42752.21,261512.05,0.99,0.15,1.91,3.13,19981218,-4907.93,-0.02,23.68,-35.06,12.93,2.24,155925
2765,600162,香江控股,全国地产,深圳,19.21,17.74,34.01,1598046.88,1227349.75,102731.35,68692.06,0.2,0.25,1.74,2.24,19980609,132832.91,0.39,27.79,61.03,40.95,12.76,67715
2069,000089,深圳机场,机场,深圳,33.07,20.51,20.51,1247987.5,293632.78,765059.88,279820.66,1.36,0.274,5.21,1.74,19980420,507002.75,2.47,2.84,7.79,27.26,18.52,67611
1531,000063,中兴通讯,通信设备,深圳,14.87,34.24,41.85,14119826.0,11203170.0,767468.88,1074694.88,2.57,0.29,6.59,2.62,19971118,1149584.5,2.75,17.78,27.81,32.2,4.71,160455
2508,000069,华侨城Ａ,旅游景点,深圳,9.83,61.24,82.06,14634490.0,10618972.0,1460410.13,555951.88,0.68,0.839,5.33,1.55,19970910,2783806.5,3.39,10.07,48.44,53.26,19.41,108902
3151,000088,盐 田 港,港口,深圳,54.22,19.42,19.42,836218.5,138101.69,31378.3,71086.15,0.37,0.041,3.07,2.9,19970728,245719.52,1.27,27.27,6.24,47.22,100.62,62707
2635,000066,中国长城,电脑设备,深圳,782.04,24.91,29.44,4024189.5,3152790.5,352744.06,69435.77,0.24,0.009,2.01,4.73,19970626,60906.21,0.21,-4.83,119.42,10.11,0.05,151737
2760,000068,华控赛格,元器件,深圳,0.0,8.97,10.07,154969.81,101463.03,18626.92,119427.15,1.19,-0.015,0.61,13.13,19970611,-174913.38,-1.74,8.72,-13.27,33.07,-72.06,34914
2973,000062,深圳华强,商贸代理,深圳,56.09,6.67,7.21,719736.13,357118.47,32480.25,97164.13,1.35,0.109,5.63,4.34,19970130,206171.25,2.86,22.5,33.28,19.65,6.24,35600
2301,000060,中金岭南,铅锌,深圳,71.95,22.12,22.13,1696910.63,578122.63,508427.94,147347.17,0.67,0.146,3.47,3.03,19970123,350148.5,1.58,-11.09,60.85,11.13,2.15,143705
860,000061,农 产 品,农业综合,深圳,63.17,16.92,16.97,1685856.75,316541.94,243724.2,262531.09,1.55,0.126,2.93,3.63,19970110,45389.96,0.27,13.12,361.72,39.33,14.78,50769
1140,000058,深 赛 格,元器件,深圳,107.53,5.38,12.36,254827.63,125480.52,3918.16,49575.98,0.4,0.14,1.97,4.74,19961226,14554.24,0.12,-9.33,44.88,13.37,16.0,73299
1713,000056,皇庭国际,房产服务,深圳,137.94,2.86,11.48,993346.0,83418.3,5438.14,177512.8,1.55,0.065,4.42,2.71,19960708,202557.47,1.76,18.27,148.7,70.61,33.91,19301
553,000055,方大集团,其他建材,深圳,15.78,4.2,7.89,678705.13,560132.56,50681.92,46737.69,0.59,0.91,3.0,4.66,19960415,101682.05,1.29,64.83,550.64,38.27,16.6,38771
1582,600892,大晟文化,影视音像,深圳,77.31,0.63,1.4,243552.97,99101.28,1230.58,157581.86,11.27,0.456,11.3,4.16,19960315,-14348.32,-1.03,2530.42,2030.5,79.44,43.48,4677
1083,000010,美丽生态,建筑施工,深圳,184.35,5.22,8.2,467960.5,280030.75,5554.28,149537.16,1.82,0.027,2.68,2.45,19951027,-12948.7,-0.16,29.24,693.48,28.24,3.1,44621
2528,000049,德赛电池,电气设备,深圳,39.59,2.05,2.05,435431.5,372220.97,22660.82,816.93,0.04,0.336,5.96,8.93,19950320,95726.55,4.66,50.4,77.54,9.83,3.01,17681
125,000050,深天马Ａ,元器件,深圳,39.98,12.12,14.01,2167933.75,938726.38,626813.5,1133764.63,8.09,0.406,9.82,1.65,19950315,93892.93,0.67,1.96,2.61,20.18,5.3,77628
210,000048,康达尔,饲料,深圳,305.74,3.82,3.91,194422.88,115886.13,32626.88,4406.85,0.11,0.077,1.93,16.24,19941101,29536.6,0.76,-33.27,-82.11,18.4,2.53,13350
2157,000043,中航地产,全国地产,深圳,46.08,6.67,6.67,2173318.5,1244233.38,63703.35,54946.4,0.82,0.242,6.12,1.82,19940928,255182.72,3.83,14.57,-59.77,20.18,2.55,23165
1129,000042,中洲控股,全国地产,深圳,106.79,4.85,6.65,3074599.75,2639309.5,142182.47,250119.42,3.76,0.123,8.55,2.05,19940921,201936.55,3.04,70.52,-80.22,26.73,1.53,15034
2595,000045,深纺织Ａ,纺织,深圳,0.0,4.57,5.07,411958.63,298810.09,72368.53,183720.52,3.63,-0.172,4.62,2.48,19940815,-8127.57,-0.16,-2.33,-1127.05,5.85,-7.28,46078
899,000038,深大通,广告包装,深圳,50.18,0.48,3.27,639362.38,353551.59,14617.87,450999.44,13.8,0.93,15.51,2.31,19940808,20435.22,0.63,236.97,3830.87,40.08,22.66,14409
1532,000040,东旭蓝天,全国地产,深圳,110.17,4.65,13.37,1728796.75,1312950.63,20138.06,887361.81,6.64,0.19,8.2,1.76,19940808,55424.11,0.41,126.54,182.64,16.6,4.65,37402
320,000037,深南电A,火力发电,深圳,4.84,3.39,6.03,436370.41,265165.41,154456.27,36277.09,0.6,2.168,3.22,3.25,19940701,64427.2,1.07,17.03,305.9,8.33,83.01,32500
1900,000036,华联控股,全国地产,深圳,15.58,11.28,11.42,973327.63,848725.13,27759.55,24255.48,0.21,0.42,2.19,3.95,19940617,107428.25,0.94,-4.24,23398.08,46.25,327.23,64137
1534,000034,神州数码,综合类,深圳,39.6,3.58,6.54,1703717.0,1560789.75,21413.99,238062.77,3.64,0.67,4.05,6.04,19940509,-47545.03,-0.73,8748.37,1790.14,4.88,1.0,31763
2562,000039,中集集团,轻工机械,深圳,91.59,12.62,29.79,12461475.0,5335203.0,2203726.0,312658.5,1.05,0.14,9.83,1.69,19940408,1749505.25,5.87,-12.91,-73.37,18.84,1.06,66150
1923,000555,神州信息,软件服务,深圳,73.61,8.86,9.63,949823.38,641192.44,53650.5,222006.3,2.3,0.26,4.78,3.87,19940408,133002.11,1.38,19.39,-30.98,19.54,3.02,60794
1537,000021,深科技,电脑设备,深圳,55.72,14.7,14.71,1171737.13,726770.38,253876.8,67823.25,0.46,0.146,3.57,2.27,19940202,176869.11,1.2,-1.91,18.69,5.67,1.42,108907
3210,000033,*ST新都,酒店餐饮,深圳,0.0,4.3,4.3,33076.4,32955.46,13.86,13189.9,0.31,0.012,0.03,0.0,19940103,-55668.3,-1.3,53.77,133.64,38.79,6.59,23063
1535,000032,深桑达Ａ,元器件,深圳,109.26,2.79,4.22,195541.5,138503.7,10380.66,26385.09,0.62,0.144,3.4,4.62,19931028,49458.21,1.17,0.88,11.21,13.97,3.06,23457
110,000031,中粮地产,全国地产,深圳,22.06,18.14,18.14,6127695.0,5233364.5,62851.21,12192.11,0.07,0.397,3.25,2.7,19931008,276022.06,1.52,31.34,10.89,34.26,4.0,211553
1536,000029,深深房Ａ,区域地产,深圳,36.27,8.92,10.12,378560.09,322730.59,4553.18,97824.49,0.97,0.308,2.61,4.27,19930915,58390.82,0.58,8.72,3.47,29.05,13.25,74638
940,000027,深圳能源,火力发电,深圳,21.07,39.64,39.64,6086218.5,1309705.5,2037615.38,432064.69,1.09,0.34,5.45,1.31,19930903,814946.88,2.06,1.69,-24.76,28.93,11.9,137516
2958,000028,国药一致,医药商业,深圳,27.24,3.08,4.28,2131275.5,1768497.75,48700.96,315151.81,7.36,2.8,23.3,3.24,19930809,468918.94,10.95,9.07,27.92,11.15,2.88,11789
1150,000025,特 力Ａ,汽车服务,深圳,479.81,1.94,2.97,118900.11,34496.93,12922.62,56419.26,1.9,0.091,3.01,14.57,19930621,3093.58,0.1,6.75,-36.42,29.36,8.39,66362
2534,000026,飞亚达Ａ,其他商业,深圳,35.19,3.57,4.39,389142.63,273191.34,56082.06,106245.56,2.42,0.103,5.52,2.63,19930603,73330.57,1.67,11.47,66.3,40.16,5.55,28368
3117,000022,深赤湾Ａ,港口,深圳,28.7,4.65,6.45,662047.69,66136.24,303681.38,16748.02,0.26,0.826,7.3,3.24,19930505,338139.09,5.24,1.74,0.88,44.86,27.94,43740
1162,000023,深天地Ａ,其他建材,深圳,365.43,1.39,1.39,151396.52,136582.81,9005.61,10253.23,0.74,0.072,2.79,9.39,19930429,9710.76,0.7,-2.68,-62.77,12.98,0.99,8611
2194,000019,深深宝Ａ,软饮料,深圳,0.0,3.78,4.52,104281.38,42402.71,36560.14,36764.65,0.81,-0.061,2.01,6.88,19921012,3912.55,0.09,-9.28,-234.85,20.59,-12.17,67421
428,000018,神州长城,装修装饰,深圳,41.84,7.53,16.98,647498.0,596220.06,10265.16,-130170.63,-0.77,0.179,0.95,10.5,19920616,105991.01,0.62,10.87,25.0,24.15,9.38,55398
2724,000014,沙河股份,全国地产,深圳,119.91,2.02,2.02,187381.44,169668.77,1992.68,996.57,0.05,0.142,3.65,4.66,19920602,30593.05,1.52,50.23,-46.01,20.91,4.61,18687
2486,000020,深华发Ａ,元器件,深圳,1045.09,1.81,2.83,60473.16,41527.46,10553.48,14658.72,0.52,0.016,1.12,19.87,19920428,-19092.05,-0.67,17.34,-77.45,13.11,0.99,27904
1705,000006,深振业Ａ,区域地产,深圳,14.56,13.45,13.5,1317038.5,1108248.38,284.11,48432.15,0.36,0.577,3.71,2.27,19920427,191211.27,1.42,-8.09,86.82,29.13,23.18,80798
1538,000007,全新好,酒店餐饮,深圳,70.49,2.06,2.31,51436.76,25747.61,6905.31,27250.68,1.18,0.338,1.6,14.84,19920413,-14200.04,-0.61,-60.73,457.43,66.19,200.77,14587
2226,000017,深中华A,文教休闲,深圳,1919.98,3.03,5.51,6341.91,5631.66,381.31,62783.43,1.14,0.004,0.03,384.67,19920331,-119800.97,-2.17,-13.91,286.64,9.63,1.73,53355
2882,000011,深物业A,区域地产,深圳,27.39,1.76,5.96,665435.63,562803.0,7393.2,11995.15,0.2,0.595,4.04,4.03,19920330,144163.2,2.42,91.12,126.28,57.63,17.23,45078
2450,000016,深康佳Ａ,家用电器,深圳,115.78,15.97,24.08,1724312.0,1340762.25,157397.88,7972.3,0.03,0.04,1.2,3.82,19920327,-42716.31,-0.18,10.35,107.61,13.7,0.47,124760
1737,000012,南 玻Ａ,玻璃,深圳,23.95,13.04,20.75,1692808.75,211997.3,1129666.75,126059.17,0.61,0.344,3.84,2.87,19920228,372950.53,1.8,21.29,81.41,27.48,10.96,168029
2502,000009,中国宝安,综合类,深圳,69.12,21.2,21.49,1949677.38,1221658.5,240198.55,34707.92,0.16,0.098,2.11,4.27,19910625,172568.45,0.8,33.78,-69.06,32.45,5.02,192740
701,000001,平安银行,银行,深圳,6.82,169.18,171.7,295343392.0,0.0,831600.0,5646500.0,3.29,1.316,10.61,0.85,19910403,6414300.0,3.74,12.01,3.36,0.0,20.98,349253
979,000002,万 科Ａ,全国地产,深圳,10.86,97.09,110.39,83067424.0,72129544.0,681079.31,826826.75,0.75,1.904,10.28,2.01,19910129,6120027.0,5.54,22.98,16.02,29.41,8.74,339309
1539,000004,国农科技,生物制药,深圳,76.93,0.83,0.84,22371.61,13423.23,3346.51,66.48,0.01,0.468,1.44,25.02,19910114,2511.43,0.3,138.82,3051.23,34.62,13.66,10140
753,000005,世纪星源,房产服务,深圳,36.74,9.51,10.59,251982.77,98042.97,3480.51,63805.23,0.6,0.126,1.21,5.11,19901210,-43600.26,-0.41,665.99,548.35,28.94,38.17,139979
3201,300647,超频三,元器件,深圳,0.0,0.0,0.0,43930.53,19802.42,20962.5,6200.83,0.0,0.0,0.0,0.0,0,10582.15,0.0,2.43,10.63,34.03,15.36,0
3202,300514,友讯达,互联网,深圳,0.0,0.0,0.0,48348.15,46244.19,1401.12,5663.24,0.0,0.0,0.0,0.0,0,8802.8,0.0,30.48,35.36,40.25,9.56,0
3204,002869,金溢科技,通信设备,深圳,0.0,0.0,0.0,83665.61,69500.63,4840.18,10307.95,0.0,0.0,0.0,0.0,0,20148.35,0.0,-11.08,-12.92,46.58,18.19,0
3206,002867,周大生,服饰,深圳,0.0,0.0,0.0,237197.92,216881.55,1548.81,29416.38,0.0,0.0,0.0,0.0,0,75313.99,0.0,6.33,20.84,34.34,14.7,0
