date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2015-03-31,51.66,55.0,53.79,50.61,27740.27,2.02,3.9,54.514,53.077,49.851,36373.2,31651.74,25632.49,3.42
2015-03-30,52.9,54.6,51.77,51.0,25442.23,-3.33,-6.04,55.546,52.647,49.443,41199.98,31129.1,25540.81,3.14
2015-03-27,52.4,55.96,55.1,49.5,46282.9,2.09,3.94,55.91,52.211,49.169,42948.78,30469.89,25651.61,5.71
2015-03-26,58.0,58.59,53.01,53.01,36152.21,-5.89,-10.0,54.634,51.301,48.739,36296.33,27510.87,24931.85,4.46
2015-03-25,61.28,61.58,58.9,56.01,46248.38,-0.05,-0.09,53.626,50.6,48.223,31911.91,25986.54,25045.96,5.7
2015-03-24,53.76,58.95,58.95,53.76,51874.19,5.36,10.0,51.64,49.227,47.371,26930.29,23366.59,23508.4,6.4
2015-03-23,48.66,53.59,53.59,47.56,34186.22,4.87,10.0,49.748,48.142,46.328,21058.21,19900.23,20987.14,4.21
2015-03-20,47.71,49.87,48.72,47.53,13020.66,0.75,1.56,48.512,47.41,45.551,17991.01,17833.09,20581.77,1.61
2015-03-19,48.9,49.44,47.97,47.3,14230.12,-1.0,-2.04,47.968,47.148,44.932,18725.41,18687.01,20602.8,1.75
2015-03-18,49.0,49.89,48.97,47.6,21340.25,-0.52,-1.05,47.574,47.051,44.328,20061.17,19515.01,20815.4,2.63
2015-03-17,47.41,50.0,49.49,46.5,22513.79,2.08,4.39,46.814,46.624,43.625,19802.9,19613.23,20317.92,2.78
2015-03-16,46.0,48.49,47.41,45.93,18850.23,1.41,3.06,46.536,46.238,42.909,18742.26,19952.52,20210.45,2.32
2015-03-13,45.99,46.46,46.0,45.4,16692.67,0.0,0.0,46.308,46.127,42.209,17675.16,20833.33,20098.09,2.06
2015-03-12,44.65,47.46,46.0,44.58,20908.92,0.83,1.84,46.328,46.177,41.554,18648.6,22352.84,20044.67,2.58
2015-03-11,47.5,48.0,45.17,44.9,20048.9,-2.93,-6.09,46.528,45.845,40.977,18968.85,24105.38,20383.09,2.47
2015-03-10,46.27,48.27,48.1,45.02,17210.57,1.83,3.96,46.434,45.514,40.464,19423.56,23650.21,20874.76,2.12
2015-03-09,45.1,47.6,46.27,44.7,13514.76,0.17,0.37,45.94,44.513,39.698,21162.78,22074.05,21056.67,1.67
2015-03-06,46.51,47.49,46.1,44.9,21559.85,-0.9,-1.92,45.946,43.691,39.027,23991.49,23330.46,21608.99,2.66
2015-03-05,44.7,47.27,47.0,43.4,22510.15,2.3,5.14,46.026,42.716,38.255,26057.07,22518.59,21711.81,2.78
2015-03-04,45.22,46.33,44.7,43.9,22322.48,-0.93,-2.04,45.162,41.605,37.373,29241.9,22115.79,23256.17,2.75
2015-03-03,45.79,47.8,45.63,44.9,25906.67,-0.67,-1.45,44.594,40.625,36.763,27876.85,21022.61,23156.34,3.19
2015-03-02,46.08,48.46,46.3,45.15,27658.32,-0.2,-0.43,43.086,39.58,36.107,22985.32,20468.39,23617.52,3.41
2015-02-27,42.1,46.79,46.5,41.53,31887.75,3.82,8.95,41.436,38.29,35.407,22669.43,19362.85,23805.19,3.93
2015-02-26,43.9,44.12,42.68,41.87,38434.3,0.82,1.96,39.406,36.93,34.621,18980.11,17736.51,23348.55,4.74
2015-02-25,39.1,41.86,41.86,39.0,15497.23,3.81,10.01,38.048,36.109,34.018,14989.68,16660.8,22876.17,1.91
2015-02-24,38.15,38.2,38.09,37.11,1449.0,0.04,0.1,36.656,35.413,33.493,14168.37,18099.31,23589.44,0.18
2015-02-17,37.1,38.8,38.05,37.1,26078.85,1.7,4.68,36.074,34.884,33.14,17951.45,20039.3,25961.97,3.22
2015-02-16,36.0,36.59,36.35,35.53,13441.16,0.46,1.28,35.144,34.362,32.792,16056.27,19887.53,27592.65,1.66
2015-02-13,34.9,36.2,35.89,34.58,18482.16,0.99,2.84,34.454,33.794,32.403,16492.91,20905.03,30438.29,2.28
2015-02-12,34.98,35.48,34.9,34.3,11390.67,-0.28,-0.8,34.17,33.141,31.998,18331.92,24396.55,31767.56,1.4
2015-02-11,33.0,35.52,35.18,33.0,20364.41,1.78,5.33,34.17,32.901,31.568,22030.26,25290.06,32575.68,2.51
2015-02-10,32.68,33.44,33.4,32.0,16602.94,0.5,1.52,33.694,32.634,31.099,22127.15,26766.66,32669.76,2.05
2015-02-09,34.0,35.09,32.9,32.52,15624.36,-1.57,-4.55,33.58,32.524,30.746,23718.79,28247.53,33739.73,1.93
2015-02-06,34.8,35.69,34.47,33.88,27677.22,-0.43,-1.23,33.134,32.311,30.351,25317.16,28960.59,34514.66,3.41
2015-02-05,32.9,35.0,34.9,32.5,29882.36,2.1,6.4,32.112,31.926,29.941,30461.18,29091.54,34646.12,3.68
2015-02-04,32.65,33.8,32.8,32.5,20848.85,-0.03,-0.09,31.632,31.573,29.525,28549.87,29079.56,34956.1,2.57
2015-02-03,30.72,33.0,32.83,30.38,24561.15,2.16,7.04,31.574,31.396,29.202,31406.17,31884.64,35243.25,3.03
2015-02-02,29.01,30.7,30.67,28.66,23616.2,1.31,4.46,31.468,31.222,28.899,32776.28,35297.77,36106.69,2.91
2015-01-30,32.3,32.3,29.36,29.25,53397.33,-3.14,-9.66,31.488,31.011,28.632,32604.02,39971.55,36303.6,6.58
2015-01-29,32.2,33.17,32.5,31.98,20325.81,-0.01,-0.03,31.74,30.855,28.479,27721.9,39138.57,34498.63,2.51
2015-01-28,32.4,33.98,32.51,32.1,35130.36,0.21,0.65,31.514,30.235,28.141,29609.25,39861.29,34577.87,4.33
2015-01-27,30.49,32.53,32.3,30.48,31411.69,1.53,4.97,31.218,29.565,27.822,32363.1,38572.87,34001.88,3.87
2015-01-26,30.98,31.27,30.77,30.7,22754.93,0.15,0.49,30.976,28.968,27.568,37819.25,39231.93,33468.37,2.81
2015-01-23,31.44,31.85,30.62,30.3,28986.69,-0.75,-2.39,30.534,28.39,27.418,47339.08,40068.74,33829.72,3.57
2015-01-22,30.88,31.99,31.37,30.5,29762.59,0.34,1.1,29.97,27.955,27.272,50555.25,40200.71,34044.81,3.67
2015-01-21,30.8,31.58,31.03,30.15,48899.61,-0.06,-0.19,28.956,27.476,27.025,50113.32,40832.63,33852.85,6.03
2015-01-20,28.56,31.12,31.09,28.56,58692.44,2.53,8.86,27.912,27.008,26.773,44782.64,38601.86,34038.2,7.24
2015-01-19,27.1,29.6,28.56,26.93,70354.07,0.76,2.73,26.96,26.576,26.663,40644.61,36915.62,32894.11,8.67
2015-01-16,26.24,28.3,27.8,26.23,45067.52,1.5,5.7,26.246,26.253,26.744,32798.4,32635.64,31255.52,5.56
2015-01-15,25.97,26.97,26.3,25.77,27552.98,0.49,1.9,25.94,26.103,26.86,29846.17,29858.7,30635.96,3.4
2015-01-14,26.3,26.35,25.81,25.71,22246.19,-0.52,-1.98,25.996,26.046,27.092,31551.94,29294.45,31198.36,2.74
2015-01-13,25.0,26.64,26.33,24.5,38002.28,1.34,5.36,26.104,26.078,27.405,32421.08,29430.89,33193.4,4.69
2015-01-12,26.01,26.29,24.99,24.9,31123.02,-1.28,-4.87,26.192,26.167,27.641,33186.62,27704.81,33907.37,3.84
2015-01-09,26.5,27.3,26.27,26.18,30306.37,-0.31,-1.17,26.26,26.446,27.868,32472.88,27590.71,36045.08,3.74
2015-01-08,26.2,27.13,26.58,26.0,36081.83,0.23,0.87,26.266,26.588,28.081,29871.23,27888.92,36675.82,4.45
2015-01-07,26.48,26.67,26.35,25.71,26591.92,-0.42,-1.57,26.096,26.574,28.262,27036.97,26873.06,39194.46,3.28
2015-01-06,25.3,26.8,26.77,24.98,41829.98,1.44,5.68,26.052,26.538,28.622,26440.71,29474.53,42873.57,5.16
2015-01-05,26.48,26.48,25.33,24.9,27554.31,-0.97,-3.69,26.142,26.749,29.147,22223.0,28872.61,44007.68,3.4
2014-12-31,25.98,26.5,26.3,25.8,17298.09,0.57,2.21,26.632,27.235,29.734,22708.53,29875.4,46581.09,2.13
2014-12-30,25.91,26.38,25.73,25.48,21910.55,-0.4,-1.53,26.91,27.616,30.217,25906.62,31413.22,49662.82,2.7
2014-12-29,27.1,27.24,26.13,25.55,23610.6,-1.09,-4.0,27.052,28.138,30.763,26709.15,33102.26,54431.86,2.91
2014-12-26,27.59,27.78,27.22,27.01,20741.46,-0.56,-2.02,27.024,28.732,31.243,32508.36,36955.9,58713.62,2.56
2014-12-25,27.72,28.1,27.78,27.14,29981.97,0.09,0.33,27.356,29.115,31.505,35522.21,40109.92,60901.81,3.7
2014-12-24,26.5,27.69,27.69,26.5,33288.5,1.25,4.73,27.838,29.29,31.768,37042.27,44499.44,62229.51,4.1
2014-12-23,26.27,26.97,26.44,25.51,25923.23,0.45,1.73,28.322,29.573,32.086,36919.82,45462.72,64071.68,3.2
2014-12-22,28.43,28.43,25.99,25.99,52606.63,-2.89,-10.01,29.224,29.949,32.412,39495.36,51515.86,66670.0,6.49
2014-12-19,29.95,30.3,28.88,28.5,35810.73,-1.31,-4.34,30.44,30.705,32.761,41403.43,56272.62,70111.99,4.42
2014-12-18,30.1,31.16,30.19,29.5,37582.26,0.08,0.27,30.874,31.545,32.866,44697.63,59142.74,69928.76,4.63
2014-12-17,30.94,30.95,30.11,29.8,32676.25,-0.84,-2.71,30.742,32.233,32.764,51956.62,63286.78,69778.84,4.03
2014-12-16,32.07,32.26,30.95,30.93,38800.95,-1.12,-3.49,30.824,32.817,32.666,54005.63,67912.42,70139.35,4.78
2014-12-15,31.0,32.48,32.07,30.71,62146.98,1.02,3.29,30.674,33.388,32.511,63536.35,75761.47,70457.34,7.66
2014-12-12,29.69,31.47,31.05,29.55,52281.72,1.52,5.15,30.97,33.753,32.262,71141.8,80471.34,69230.51,6.45
